location;loc_coordinates;root_cm;leaf_number;petiole_cm;leaf_length_cm;leaf_width_cm;petiole-total_length-ratio;length-width-ratio;internodium_cm;stem_mm;cauline_leaves;flowers;siliques_number;reproductive_units;plant_length_cm;plant_length-root_length-ratio;mainshoot;sideshoots ;sidebranches;location_comp;longitude_decimal;latitude_decimal;altitude_m
Hellerpad 2;53°46'6,228, 7°43'38,838;;19;0,5;4,6;1;0,1;4,6;8;1,5;27;15;74;89;30,6;;y;1;5;Spiekeroog;7,727455;53,768397;5
Hellerpad 2;53°46'6,228, 7°43'38,838;4,1;11;1;3;0,9;0,3;3,3;4,1;0,7;12;0;3;3;;;n;0;4;Spiekeroog;7,727455;53,768397;5
;;7,8;17;0,9;2,5;0,8;0,4;3,1;;0,6;13;0;0;0;;;n;4;0;;;;
HB_Gleise;53°3'54.0792, 8°45'0.3996;;8;0,5;1,2;0,5;0,4;2,4;;1;9;8;116;124;;;n;4;0;;8,750111;53,065022;5
HB_Gleise;53°3'54.0792, 8°45'0.3996;;18;0,4;0,8;0,3;0,5;2,7;3;0,7;12;0;45;45;9,6;;y;2;2;;8,750111;53,065022;5
HB_Gleise;53°3'54.0792, 8°45'0.3996;;8;0,1;0,7;0,3;0,1;2,3;5;0,9;7;6;28;34;21,5;;y;0;3;;8,750111;53,065022;5
HB_Gleise;53°3'54.0792, 8°45'0.3996;;26;0,2;0,6;0,2;0,3;3;3,6;0,5;14;3;33;36;;;n;4;0;;8,750111;53,065022;5
HB_Gleise;53°3'54.0792, 8°45'0.3996;;7;0,2;1;0,4;0,2;2,5;1,3;0,8;11;17;51;68;21,7;;y;0;3;;8,750111;53,065022;5
HB_Gleise;53°3'54.0792, 8°45'0.3996;;10;0,2;0,6;0,2;0,3;3;2,2;0,5;5;2;22;24;11,4;;y;0;2;;8,750111;53,065022;5
HB_Gleise;53°3'54.0792, 8°45'0.3996;;15;0,1;0,6;0,3;0,2;2;4,1;0,6;3;0;17;17;14,3;;y;0;1;;8,750111;53,065022;5
HB_Gleise;53°3'54.0792, 8°45'0.3996;;13;0,1;0,5;0,3;0,2;1,7;2,8;0,6;3;5;12;17;13,5;;y;0;1;;8,750111;53,065022;5
HB_Gleise;53°3'54.0792, 8°45'0.3996;3,1;12;0,2;0,7;0,2;0,3;3,5;1,7;0,5;3;4;22;26;17,9;5,8;y;0;2;;8,750111;53,065022;5
HB_Weg;53°4'3.241852, 8°44'54.491303;;11;0,4;0,9;0,4;0,4;2,3;1,4;0,5;6;4;4;8;11,6;;y;0;2;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;13;0,4;1,2;0,5;0,3;2,4;3,2;0,7;3;5;5;10;25;;y;0;2;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;9;0,4;1,7;0,7;0,2;2,4;3,3;0,8;6;3;19;22;17,3;;y;0;2;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;10;0,5;1,9;0,6;0,3;3,2;5,2;0,6;5;3;2;5;17,9;;y;0;2;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;18;0,4;2,2;0,9;0,2;2,4;6,8;1,1;9;11;22;33;27,2;;y;1;3;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;10;0,7;2,1;0,9;0,3;2,3;1,8;0,8;13;3;39;42;33,9;;y;1;2;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;16;0,4;1,4;0,5;0,3;2,8;6,4;0,9;8;2;23;25;27;;y;0;4;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;6;0,2;0,7;0,3;0,3;2,3;2,1;0,3;0;1;4;5;8,5;;y;0;0;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;10;0,1;0,3;0,2;0,3;1,5;0,7;0,2;1;1;3;4;4,8;;y;0;0;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;9;0,7;1,6;0,3;0,4;5,3;0,6;0,7;19;2;45;47;31,8;;y;2;2;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;12;0,1;1,1;0,5;0,1;2,2;3,5;1;11;4;26;30;24,9;;y;0;3;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;19;0,4;1,3;0,5;0,3;2,6;2,2;0,5;16;0;5;5;13,7;;y;0;4;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;12;1,1;2,9;1,1;0,4;2,6;8;1;16;8;70;78;32,2;;y;5;2;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;10;0,3;2;0,7;0,2;2,9;1,3;0,5;26;11;32;43;9,5;;y;4;2;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;10;0,3;2,3;0,9;0,1;2,6;1,9;1,1;10;2;36;38;28,5;;y;1;3;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;9;0,6;;;;;3,3;0,5;3;2;3;5;14,1;;y;0;2;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;6;0,2;0,7;0,3;0,3;2,3;1,2;0,4;3;1;2;3;12;;y;0;2;;8,748470;53,067567;1
HB_Weg;53°4'3.241852, 8°44'54.491303;;6;0,1;1;0,4;0,1;2,5;3;0,2;1;2;3;5;4,2;;y;2;0;;8,748470;53,067567;1
Drögen Hasen 96;53°9'7,834, 8°9'43,506;;0;;;;;;3,9;0,6;6;5;28;33;15;;y;1;4;Oldenburg;8,162085;53,152176;5
Drögen Hasen 96;53°9'7,834, 8°9'43,506;;6;;;;;;8,2;1,4;20;13;398;411;;;n;5;2;Oldenburg;8,162085;53,152176;5
Drögen Hasen 96;53°9'7,834, 8°9'43,506;;4;0,7;3,1;1,1;0,2;2,8;5,6;1,1;10;13;92;105;34,2;;y;3;4;Oldenburg;8,162085;53,152176;5
Drögen Hasen 96;53°9'7,834, 8°9'43,506;;0;;;;;;;1;11;11;75;86;;;n;2;0;Oldenburg;8,162085;53,152176;5
Drögen Hasen 96;53°9'7,834, 8°9'43,506;;0;;;;;;3,5;0,9;33;18;102;120;;;n;6;2;Oldenburg;8,162085;53,152176;5
Drögen Hasen 96;53°9'7,834, 8°9'43,506;;0;;;;;;4,8;0,7;17;8;21;29;;;n;2;9;Oldenburg;8,162085;53,152176;5
Drögen Hasen 96;53°9'7,834, 8°9'43,506;;19;0,5;1,6;0,4;0,3;4;4,7;1,3;44;118;428;546;;;n;4;1;Oldenburg;8,162085;53,152176;5
Drögen Hasen 96;53°9'7,834, 8°9'43,506;;5;;;;;;6,7;0,5;4;13;13;26;16,4;;y;0;4;Oldenburg;8,162085;53,152176;5
Drögen Hasen 96;53°9'7,834, 8°9'43,506;4,5;7;0,4;2,3;0,6;0,2;3,8;;0,7;14;16;62;78;;;n;5;0;Oldenburg;8,162085;53,152176;5
Wechloy_Hof;53°9'7,2, 8°9'52,9884;;13;0,6;2,3;0,6;0,3;3,8;6,8;1;7;2;0;2;10,5;;y;0;0;Oldenburg;8,164719;53,152233;9
Wechloy_Hof;53°9'7,2, 8°9'52,9884;;13;1,2;2,9;0,9;0,4;3,2;2;1,3;6;3;0;3;11,1;;y;0;0;Oldenburg;8,164719;53,152233;9
Wechloy_Hof;53°9'7,2, 8°9'52,9884;;13;0,9;2,4;0,9;0,4;2,7;4,9;0,8;5;0;0;0;6;;y;0;0;Oldenburg;8,164719;53,152233;9
Wechloy_Hof;53°9'7,2, 8°9'52,9884;;11;0,5;1,4;0,5;0,4;2,8;3,5;0,5;5;1;0;1;5,1;;y;0;0;Oldenburg;8,164719;53,152233;9
Wechloy_Hof;53°9'7,2, 8°9'52,9884;;12;0,7;2,9;0,9;0,2;3,2;3,9;1,6;7;20;8;28;28;;y;0;4;Oldenburg;8,164719;53,152233;9
Wechloy_Hof;53°9'7,2, 8°9'52,9884;;7;1,3;3,9;1,1;0,3;3,5;9,3;1,4;7;13;3;16;29,6;;y;0;4;Oldenburg;8,164719;53,152233;9
Wechloy_Hof;53°9'7,2, 8°9'52,9884;;13;0,6;2,4;0,6;0,3;4;5,4;1,8;10;31;18;49;35,4;;y;0;7;Oldenburg;8,164719;53,152233;9
Spiekeroog_1;53°46'22,8, 7°43'19,2;;10;0,3;1,2;0,5;0,3;2,7;3;1;7;16;12;28;22;;y;0;4;Spiekeroog;7,722764;53,773727;4
Spiekeroog_1;53°46'22,8, 7°43'19,2;;14;0,5;1,7;0,4;0,3;4,3;7;1,1;5;8;6;14;21,9;;y;0;0;Spiekeroog;7,722764;53,773727;4
Spiekeroog_1;53°46'22,8, 7°43'19,2;;10;0,6;2,6;0,7;0,2;3,7;1,9;1,2;6;7;7;14;20,8;;y;0;0;Spiekeroog;7,722764;53,773727;4
Wechloy_Hof;53.152233, 8.164719;;29;1,3;4,9;1,5;0,3;3,3;3,7;2,8;29;148;299;447;61,9;;y;1;12;Oldenburg;8,164719;53,152233;9
Wechloy_Hof;53.152233, 8.164719;;11;0,2;0,9;0,4;0,2;2,3;3,4;0,9;6;7;2;9;12,5;;y;0;0;Oldenburg;8,164719;53,152233;9
Spiekeroog_1;53°46'22,8, 7°43'19,2;;2;0,3;0,6;0,2;0,5;3;1,1;0,6;4;3;3;6;;;n;0;2;Spiekeroog;7,722764;53,773727;4
Spiekeroog_1;53°46'22,8, 7°43'19,2;;12;0,7;2;0,4;0,4;5;;0,8;17;9;3;12;;;n;2;0;Spiekeroog;7,722764;53,773727;4
Spiekeroog_1;53°46'22,8, 7°43'19,2;;4;0,1;0,7;0,2;0,1;3,5;2,2;0,5;9;2;20;22;11,5;;y;1;0;Spiekeroog;7,722764;53,773727;4
Spiekeroog_1;53°46'22,8, 7°43'19,2;11,3;9;0,4;1,7;0,3;0,2;5,7;;1,4;22;9;14;23;;;n;3;0;Spiekeroog;7,722764;53,773727;4
Spiekeroog_1;53°46'22,8, 7°43'19,2;4,5;9;1;1,6;0,1;0,6;16;2,7;0,6;5;1;15;16;9,8;2,2;y;0;0;Spiekeroog;7,722764;53,773727;4
Spiekeroog_1;53°46'22,8, 7°43'19,2;;13;0,6;1,9;0,3;0,3;6,3;3,5;1;5;5;25;30;15,8;;y;0;1;Spiekeroog;7,722764;53,773727;4
Spiekeroog_1;53°46'22,8, 7°43'19,2;;7;;;;;;;0,5;9;6;16;22;;;n;3;0;Spiekeroog;7,722764;53,773727;4
Spiekeroog_1;53°46'22,8, 7°43'19,2;10,5;13;0,3;0,9;0,3;0,3;3;1,1;1;3;2;23;25;17,1;1,6;y;0;0;Spiekeroog;7,722764;53,773727;4
Spiekeroog_1;53°46'22,8, 7°43'19,2;9;14;0,4;1,2;0,3;0,3;4;4,9;1;3;2;18;20;17,8;2;y;0;0;Spiekeroog;7,722764;53,773727;4
Spiekeroog_1;53°46'22,8, 7°43'19,2;;10;0,3;1,7;0,6;0,2;2,8;7;1,2;3;3;24;27;26;;y;0;0;Spiekeroog;7,722764;53,773727;4
Spiekeroog_2;53°46'31,516, 7°43'1,936;;9;0,7;1,5;0,2;0,5;7,5;2,4;0,7;4;0;12;12;11;;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;5,4;10;;;;;;2,6;1;0;0;17;17;12;2,2;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;10,5;17;0,4;1,4;0,4;0,3;3,5;1,5;1,3;2;0;41;41;24,7;2,4;y;0;1;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;;10;0,5;1,1;0,3;0,5;3,7;2,7;0,7;1;0;11;11;11,3;;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;6,7;11;0,6;1,5;0,3;0,4;5;1,5;0,7;0;0;15;15;12,4;1,9;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;15;9;0,4;1,3;0,2;0,3;6,5;1,6;1,2;4;4;20;24;13;0,9;y;0;2;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;;6;0,4;1,1;0,2;0,4;5,5;0,9;0,8;0;0;15;15;9,9;;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;3,8;8;0,7;1,2;0,1;0,6;12;3,2;0,6;2;0;10;10;9,2;2,4;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;2,8;8;0,3;0,7;0,2;0,4;3,5;3;0,7;0;0;10;10;9,6;3,4;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;9,9;9;2,2;3;0,2;0,7;15;1,8;1,1;6;0;22;22;14,3;1,4;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;6,9;13;0,2;1;0,3;0,2;3,3;3,5;0,8;0;0;12;12;10,3;1,5;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;5,1;11;0,3;0,7;0,2;0,4;3,5;1,9;0,6;4;0;8;8;8;1,6;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;7,2;10;0,5;1,6;0,4;0,3;4;9,6;1,3;8;0;34;34;26,6;3,7;y;0;3;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;6,2;9;0,3;0,7;0,2;0,4;3,5;4,5;0,5;3;0;15;15;11,6;1,9;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;12,5;10;0,4;1,1;0,3;0,4;3,7;6,3;1,1;5;2;40;42;30,1;2,4;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;;15;0,4;1,1;0,3;0,4;3,7;7,6;0,8;2;0;16;16;8,5;;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;8,5;10;0,7;2,2;0,5;0,3;4,4;3,6;1,3;4;1;22;23;15,4;1,8;y;0;0;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;7,8;9;0,9;1,9;0,6;0,5;3,2;5,5;0,6;4;7;10;17;18,4;2,4;y;0;1;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;;23;1;2,1;0,4;0,5;5,3;7,2;0,7;10;5;48;53;30,2;;y;0;3;Spiekeroog;7,717204;53,775421;6
Spiekeroog_2;53°46'31,516, 7°43'1,936;;9;0,2;0,8;0,2;0,3;4;4,3;0,7;0;0;20;20;16;;y;0;0;Spiekeroog;7,717204;53,775421;6
Am Tief;53°46'5,256, 7°43'18,953;;7;0,4;0,9;0,2;0,4;4,5;2,9;1,4;17;14;1;15;;;n;2;1;Spiekeroog;7,721931;53,768127;4
3. Weg;53°46'37,657, 7°42'47,275;3,7;9;0,5;1,2;0,3;0,4;4;4,1;0,6;2;1;11;12;10;2,7;y;0;;Spiekeroog;7,710460;53,777127;2
3. Weg;53°46'37,657, 7°42'47,275;;15;0,9;1,1;0,4;0,8;2,8;5,4;0,9;3;1;17;18;8,8;;y;0;0;Spiekeroog;7,710460;53,777127;2
3. Weg;53°46'37,657, 7°42'47,275;5;9;0,4;1,6;0,5;0,3;3,2;4,1;0,8;3;3;12;15;8;1,6;y;0;0;Spiekeroog;7,710460;53,777127;2
